lemma,lemma_freq,n_surface_forms,surface_forms,fobs_rank,fobs_bin
originally,6172483,1,originally,843,6
seriously,6163929,1,seriously,844,6
tear,6156948,1,tears,845,6
wave,6088299,1,waves,846,6
satisfaction,6080985,1,satisfaction,847,6
sudden,6001534,1,sudden,848,6
laugh,5955735,1,laughed,849,6
climate,5928810,1,climate,850,6
emerge,5866040,1,emerged,851,6
miss,5863582,1,missing,852,6
joy,5858259,1,joy,853,6
hole,5831470,1,hole,854,6
sorry,5821062,1,sorry,855,6
surprised,5800179,1,surprised,856,6
participate,5783380,1,participate,857,6
tall,5770858,1,tall,858,6
shoe,5729704,2,"shoe, shoes",859,6
admit,5728725,1,admitted,860,6
spending,5669486,1,spending,861,6
possession,5661689,1,possession,862,6
prominent,5650674,1,prominent,863,6
shock,5647886,1,shock,864,6
owner,5647846,1,owners,865,6
symbol,5637294,1,symbol,866,6
tiny,5635566,1,tiny,867,6
announce,5630117,1,announced,868,6
fifteen,5611227,1,fifteen,869,6
spite,5588003,1,spite,870,6
promise,5574370,1,promised,871,6
snow,5572025,1,snow,872,6
victory,5565155,1,victory,873,6
guy,5546978,1,guy,874,6
hunt,5522510,2,"hunt, hunting",875,6
card,5502348,1,cards,876,6
resident,5484982,1,residents,877,6
dutch,5482640,1,dutch,878,6
sand,5444594,1,sand,879,6
discussion,5430402,1,discussions,880,6
busy,5424151,1,busy,881,6
intense,5410331,1,intense,882,6
darkness,5404942,1,darkness,883,6
gather,5394781,1,gathered,884,6
movie,5394391,1,movie,885,6
bag,5370600,1,bag,886,6
distant,5369442,1,distant,887,6
somewhere,5349297,1,somewhere,888,6
enormous,5284735,1,enormous,889,6
pool,5265222,1,pool,890,6
confirm,5244834,1,confirmed,891,6
tongue,5228274,1,tongue,892,6
reputation,5223356,1,reputation,893,6
florida,5211391,1,florida,894,6
beat,5158229,1,beat,895,6
socalled,5143540,1,socalled,896,6
tire,5141323,1,tired,897,6
confusion,5102421,1,confusion,898,6
finger,5091093,1,finger,899,6
wet,5090834,1,wet,900,6
entrance,5072945,1,entrance,901,6
invite,5067831,1,invited,902,6
solve,5061342,1,solve,903,6
float,5020776,1,floating,904,6
empire,5018515,1,empire,905,6
massive,5003859,1,massive,906,6
wish,4999448,1,wished,907,6
gray,4964758,1,gray,908,6
terrible,4962006,1,terrible,909,6
step,4952899,1,stepped,910,6
burning,4921928,1,burning,911,6
unlike,4911919,1,unlike,912,6
shut,4903290,1,shut,913,6
virus,4900008,1,virus,914,6
comfort,4887104,1,comfort,915,6
sail,4858288,2,"sail, sailed",916,6
base,4848367,1,based,917,6
hide,4834071,2,"hide, hides",918,6
force,4823146,1,force,919,6
reward,4813040,2,"reward, rewarded",920,6
grand,4808581,1,grand,921,6
besides,4804021,1,besides,922,6
pride,4797865,1,pride,923,6
color,4789634,1,colors,924,6
critic,4777049,1,critics,925,6
threaten,4763790,1,threatened,926,6
nearby,4756208,1,nearby,927,6
break,4739864,1,breaking,928,6
dust,4736167,1,dust,929,6
roof,4736012,1,roof,930,6
respond,4723881,1,responded,931,6
burn,4695068,2,"burned, burns",932,6
forgotten,4692028,1,forgotten,933,6
elderly,4691520,1,elderly,934,6
testimony,4681325,1,testimony,935,6
meal,4633730,1,meal,936,6
guilty,4630606,1,guilty,937,6
hung,4583020,1,hung,938,6
everyday,4565185,1,everyday,939,6
ocean,4545633,1,ocean,940,6
memory,4520369,1,memories,941,6
dollar,4512285,1,dollar,942,6
pleased,4509512,1,pleased,943,6
transform,4500110,1,transformed,944,6
approach,4497245,1,approached,945,6
surround,4468786,1,surrounded,946,6
fee,4461757,1,fee,947,6
thesis,4448656,1,thesis,948,6
trace,4431173,1,trace,949,6
extraordinary,4415638,1,extraordinary,950,6
classic,4407368,1,classic,951,6
tight,4398874,1,tight,952,6
bone,4376162,1,bones,953,6
fort,4331192,1,fort,954,6
shadow,4318021,1,shadow,955,6
valley,4303289,1,valley,956,6
proud,4302948,1,proud,957,6
coat,4235100,1,coat,958,6
storm,4226981,1,storm,959,6
send,4191416,1,sending,960,6
encounter,4172025,1,encountered,961,6
loud,4163546,2,"loud, loudest",962,6
calm,4147380,1,calm,963,6
spin,4146704,2,"spin, spinning",964,6
glory,4098901,1,glory,965,6
fraction,4070260,1,fraction,966,6
everybody,4066554,1,everybody,967,6
inquiry,4046605,1,inquiry,968,6
golden,4031891,1,golden,969,6
saturday,4006925,1,saturday,970,6
asset,3996781,1,asset,971,6
blow,3983689,1,blow,972,6
predict,3979644,1,predicted,973,6
mouse,3976368,2,"mouse, mouses",974,6
judge,3974830,1,judges,975,6
investor,3940338,1,investors,976,6
smell,3934490,1,smell,977,6
pale,3929513,1,pale,978,6
flame,3923935,2,"flame, flames",979,6
worried,3879612,1,worried,980,6
classify,3872694,1,classified,981,6
earn,3868494,1,earned,982,6
mobile,3866719,1,mobile,983,6
confuse,3857034,1,confused,984,6
wheel,3834055,1,wheel,985,6
hurry,3812619,2,"hurried, hurry",986,6
seed,3806247,1,seeds,987,6
commerce,3795043,1,commerce,988,6
netherlands,3792211,1,netherlands,989,6
comparable,3778147,1,comparable,990,6
fed,3765916,1,fed,991,6
whisper,3750988,1,whispered,992,6
alien,3739705,2,"alien, aliens",993,6
assure,3714327,1,assured,994,6
belonging,3705244,1,belonging,995,6
excite,3675168,1,excited,996,7
smoking,3671304,1,smoking,997,7
curious,3670543,1,curious,998,7
worn,3644517,1,worn,999,7
shelter,3641797,2,"shelter, sheltered",1000,7
tale,3569661,1,tale,1001,7
oclock,3555398,1,oclock,1002,7
bare,3552320,1,bare,1003,7
lock,3534598,1,locked,1004,7
rejection,3517329,1,rejection,1005,7
shortly,3500842,1,shortly,1006,7
void,3491397,2,"void, voided",1007,7
scatter,3486918,1,scattered,1008,7
rush,3486384,1,rushing,1009,7
stuck,3480952,1,stuck,1010,7
folk,3479440,1,folk,1011,7
constitute,3442050,1,constituted,1012,7
excitement,3427417,1,excitement,1013,7
corn,3418741,1,corn,1014,7
giant,3393047,1,giant,1015,7
allege,3370226,1,alleged,1016,7
sing,3364195,1,sing,1017,7
title,3360521,1,titles,1018,7
contest,3356905,2,"contest, contested",1019,7
brick,3354147,2,"brick, bricks",1020,7
burst,3346798,1,burst,1021,7
mount,3327156,1,mounted,1022,7
fortune,3300609,1,fortune,1023,7
controversy,3293733,1,controversy,1024,7
launch,3287918,1,launched,1025,7
badly,3287455,1,badly,1026,7
tonight,3253734,1,tonight,1027,7
mom,3236831,2,"mom, moms",1028,7
evolve,3236807,1,evolved,1029,7
luck,3228871,1,luck,1030,7
explanation,3209381,1,explanations,1031,7
asleep,3203195,1,asleep,1032,7
recover,3191950,1,recovered,1033,7
bitter,3179269,1,bitter,1034,7
creature,3163415,1,creature,1035,7
steam,3152975,1,steam,1036,7
belong,3143797,1,belonged,1037,7
wing,3132856,1,wings,1038,7
fourth,3129893,1,fourth,1039,7
shame,3127197,1,shame,1040,7
detect,3120683,1,detect,1041,7
elevate,3118209,1,elevated,1042,7
practically,3117106,1,practically,1043,7
wheat,3103616,1,wheat,1044,7
skilled,3094020,1,skilled,1045,7
pink,3093807,1,pink,1046,7
lesser,3073483,1,lesser,1047,7
turkey,3070631,1,turkey,1048,7
upset,3061407,1,upset,1049,7
reliability,3052171,1,reliability,1050,7
terror,3031171,1,terror,1051,7
seemingly,3029921,1,seemingly,1052,7
pitch,3008689,1,pitch,1053,7
powder,3003953,1,powder,1054,7
challenge,3000097,1,challenging,1055,7
publishing,2999148,1,publishing,1056,7
intention,2998233,1,intentions,1057,7
rank,2997609,1,ranks,1058,7
confident,2986290,1,confident,1059,7
talent,2979540,1,talent,1060,7
naked,2966278,1,naked,1061,7
frozen,2924343,1,frozen,1062,7
injured,2922811,1,injured,1063,7
reign,2920841,1,reign,1064,7
pack,2918823,1,pack,1065,7
acre,2916394,1,acres,1066,7
din,2910400,1,dining,1067,7
grows,2907217,1,grows,1068,7
impressive,2893002,1,impressive,1069,7
freedom,2877633,1,freedom,1070,7
peaceful,2870661,1,peaceful,1071,7
stretch,2870453,1,stretched,1072,7
atomic,2858556,1,atomic,1073,7
dramatically,2857005,1,dramatically,1074,7
hungry,2856691,1,hungry,1075,7
bow,2850894,1,bow,1076,7
infect,2850883,1,infected,1077,7
wrap,2842395,1,wrapped,1078,7
organize,2836534,1,organize,1079,7
hat,2815757,2,"hated, hating",1080,7
compression,2811014,1,compression,1081,7
realization,2808285,1,realization,1082,7
tremendous,2801751,1,tremendous,1083,7
grandmother,2772794,1,grandmother,1084,7
bore,2751591,1,bore,1085,7
karl,2749584,1,karl,1086,7
regret,2727183,2,"regret, regretted",1087,7
eighteen,2726135,1,eighteen,1088,7
seize,2716575,1,seized,1089,7
craft,2700090,1,craft,1090,7
controversial,2695317,1,controversial,1091,7
lucky,2678763,1,lucky,1092,7
suspicion,2664602,1,suspicion,1093,7
flew,2656765,1,flew,1094,7
funny,2653472,1,funny,1095,7
handsome,2651402,1,handsome,1096,7
intrinsic,2646700,1,intrinsic,1097,7
merchant,2625721,1,merchants,1098,7
desperate,2624557,1,desperate,1099,7
celebrate,2597875,2,"celebrate, celebrating",1100,7
dawn,2570111,1,dawn,1101,7
bold,2562505,1,bold,1102,7
cultivate,2538067,2,"cultivated, cultivating",1103,7
sixteen,2533345,1,sixteen,1104,7
climbed,2532328,1,climbed,1105,7
popularity,2530366,1,popularity,1106,7
weekend,2489138,1,weekend,1107,7
curtain,2488821,2,"curtain, curtains",1108,7
eighty,2472271,2,"eighties, eighty",1109,7
dirt,2469424,1,dirt,1110,7
swim,2464770,1,swimming,1111,7
nerve,2442763,1,nerves,1112,7
plant,2442760,1,planted,1113,7
lucy,2432399,2,"lucy, lucys",1114,7
nowhere,2429404,1,nowhere,1115,7
behave,2427720,1,behave,1116,7
disappear,2425438,1,disappear,1117,7
frighten,2413075,1,frightened,1118,7
sink,2411471,1,sink,1119,7
spine,2411278,1,spine,1120,7
hiding,2401429,1,hiding,1121,7
bomb,2396866,1,bomb,1122,7
severity,2389980,1,severity,1123,7
maintains,2367582,1,maintains,1124,7
pop,2355356,1,pop,1125,7
exclaim,2353102,1,exclaimed,1126,7
cultivation,2342402,1,cultivation,1127,7
summarize,2331694,1,summarized,1128,7
shake,2330953,1,shake,1129,7
mill,2322536,1,mill,1130,7
sigh,2311062,1,sighed,1131,7
thereafter,2309442,1,thereafter,1132,7
hunger,2292323,1,hunger,1133,7
cigarette,2291328,1,cigarette,1134,7
odds,2284178,1,odds,1135,7
struggle,2265667,1,struggling,1136,7
purchasing,2254914,1,purchasing,1137,7
eventually,2218786,1,eventually,1138,7
lung,2205601,1,lungs,1139,7
swing,2181363,1,swing,1140,7
pity,2180399,1,pity,1141,7
bubble,2168271,1,bubble,1142,7
legend,2154194,1,legend,1143,7
interviewed,2150845,1,interviewed,1144,7
instantly,2145741,1,instantly,1145,7
enforce,2141850,1,enforce,1146,7
countryside,2140605,1,countryside,1147,7
accumulate,2139868,1,accumulated,1148,7
except,2137696,1,except,1149,7
flour,2135831,1,flour,1150,7
concert,2131949,1,concert,1151,7
lonely,2129873,1,lonely,1152,7
fame,2125715,1,fame,1153,7
sixteenth,2124550,1,sixteenth,1154,7
passenger,2075639,1,passenger,1155,7
sheer,2071421,1,sheer,1156,7
purple,2069060,1,purple,1157,7
debt,2062996,1,debts,1158,7
poll,2017069,2,"poll, polls",1159,7
damn,2010010,1,damn,1160,7
prize,1999559,1,prize,1161,7
parliamentary,1989317,1,parliamentary,1162,8
trader,1984543,1,traders,1163,8
ugly,1978872,1,ugly,1164,8
luxury,1972412,1,luxury,1165,8
additionally,1970176,1,additionally,1166,8
forgot,1964672,1,forgot,1167,8
pursue,1954554,1,pursuing,1168,8
publicity,1954005,1,publicity,1169,8
accident,1947982,1,accidents,1170,8
doorway,1916234,1,doorway,1171,8
disc,1903814,1,disc,1172,8
credibility,1901995,1,credibility,1173,8
proclaim,1901252,1,proclaimed,1174,8
chocolate,1891939,1,chocolate,1175,8
arrow,1877184,1,arrows,1176,8
eighth,1871957,1,eighth,1177,8
accounting,1871888,1,accounting,1178,8
clever,1870677,1,clever,1179,8
crash,1865394,1,crash,1180,8
downtown,1857146,1,downtown,1181,8
lap,1856598,1,lap,1182,8
objection,1844270,1,objections,1183,8
lo,1835109,1,lo,1184,8
owe,1830581,1,owed,1185,8
breathe,1829018,1,breathe,1186,8
unfair,1826688,1,unfair,1187,8
economist,1823948,1,economists,1188,8
surveillance,1819934,1,surveillance,1189,8
buyer,1815579,1,buyers,1190,8
misery,1810230,1,misery,1191,8
host,1804151,1,hosts,1192,8
lean,1789890,1,leaning,1193,8
fortunate,1781675,1,fortunate,1194,8
vivid,1761625,1,vivid,1195,8
pant,1736028,1,pants,1196,8
wool,1729913,1,wool,1197,8
contamination,1718540,1,contamination,1198,8
balloon,1714488,2,"balloon, balloons",1199,8
deadly,1695296,1,deadly,1200,8
collapse,1678325,1,collapsed,1201,8
ottoman,1673536,1,ottoman,1202,8
decree,1666986,1,decree,1203,8
kindly,1664380,1,kindly,1204,8
journalist,1655119,1,journalist,1205,8
spectacular,1654557,1,spectacular,1206,8
appeal,1639845,1,appealing,1207,8
vicinity,1638262,1,vicinity,1208,8
transport,1632242,1,transported,1209,8
duck,1625591,2,"duck, ducks",1210,8
admiral,1621441,2,"admiral, admirals",1211,8
yell,1620781,1,yelled,1212,8
blew,1613540,1,blew,1213,8
conspiracy,1611982,1,conspiracy,1214,8
brass,1608799,1,brass,1215,8
tap,1603952,1,tap,1216,8
desperately,1575581,1,desperately,1217,8
grin,1562726,1,grinned,1218,8
vapor,1560865,1,vapor,1219,8
dug,1560602,1,dug,1220,8
pet,1554092,1,pet,1221,8
tempt,1549098,1,tempted,1222,8
repeat,1532001,1,repeating,1223,8
helpless,1526304,1,helpless,1224,8
flock,1524747,2,"flock, flocks",1225,8
eugene,1514603,1,eugene,1226,8
bulb,1506738,2,"bulb, bulbs",1227,8
steal,1503787,1,steal,1228,8
festival,1503065,1,festival,1229,8
bundle,1489577,1,bundle,1230,8
debris,1484718,1,debris,1231,8
damp,1479540,1,damp,1232,8
lower,1478916,1,lowering,1233,8
wipe,1470454,1,wiped,1234,8
altitude,1469111,1,altitude,1235,8
anticipation,1466794,1,anticipation,1236,8
pond,1463397,1,pond,1237,8
earnest,1460895,1,earnest,1238,8
monster,1450114,1,monster,1239,8
sank,1447624,1,sank,1240,8
earthly,1442442,1,earthly,1241,8
tolerate,1437942,1,tolerate,1242,8
unsuccessful,1432650,1,unsuccessful,1243,8
ruin,1413263,1,ruined,1244,8
gamble,1406032,1,gambling,1245,8
ton,1397730,1,ton,1246,8
polished,1396810,1,polished,1247,8
dare,1389752,1,dared,1248,8
range,1386724,1,ranged,1249,8
ninth,1375227,1,ninth,1250,8
burnt,1370914,1,burnt,1251,8
rubbed,1368620,1,rubbed,1252,8
ranch,1363145,1,ranch,1253,8
fog,1361343,1,fog,1254,8
deepest,1323712,1,deepest,1255,8
punish,1322732,1,punish,1256,8
stove,1321112,1,stove,1257,8
whoever,1317362,1,whoever,1258,8
jealous,1313951,1,jealous,1259,8
feather,1311688,1,feathers,1260,8
dig,1306987,1,dig,1261,8
hid,1302076,1,hid,1262,8
technically,1287627,1,technically,1263,8
furious,1285256,1,furious,1264,8
ambassador,1273218,1,ambassador,1265,8
declare,1265755,1,declaring,1266,8
leap,1261601,2,"leaped, leaping",1267,8
jesse,1260434,1,jesse,1268,8
dreadful,1253651,1,dreadful,1269,8
speculative,1248199,1,speculative,1270,8
judging,1244700,1,judging,1271,8
friedman,1242691,1,friedman,1272,8
sprang,1242355,1,sprang,1273,8
shout,1215676,1,shout,1274,8
dance,1212113,1,danced,1275,8
missile,1200122,1,missiles,1276,8
ambition,1197056,1,ambitions,1277,8
nineteen,1192019,1,nineteen,1278,8
rocky,1191306,1,rocky,1279,8
cliff,1153934,1,cliff,1280,8
brush,1150796,1,brushed,1281,8
mist,1148616,1,mist,1282,8
thunder,1122965,1,thunder,1283,8
swallow,1121515,1,swallow,1284,8
spun,1103549,1,spun,1285,8
demon,1100088,1,demons,1286,8
flow,1098833,1,flowed,1287,8
upwards,1097934,1,upwards,1288,8
candy,1070570,1,candy,1289,8
plain,1061092,1,plains,1290,8
discern,1055330,1,discern,1291,8
repetitive,1037607,1,repetitive,1292,8
augustus,1031445,1,augustus,1293,8
facto,1019956,1,facto,1294,8
brightness,1007383,1,brightness,1295,8
discrepancy,992447,1,discrepancy,1296,8
sunny,990671,1,sunny,1297,8
sleeve,990393,1,sleeve,1298,8
fold,981146,1,folding,1299,8
tapped,980527,1,tapped,1300,8
feature,979031,1,featuring,1301,8
eagle,978439,2,"eagle, eagles",1302,8
shone,977222,1,shone,1303,8
involuntary,973945,1,involuntary,1304,8
neurological,964901,1,neurological,1305,8
behold,955504,1,behold,1306,8
jill,948278,1,jill,1307,8
bitch,945530,1,bitch,1308,8
shiny,940068,1,shiny,1309,8
superb,939505,1,superb,1310,8
abusive,930149,1,abusive,1311,8
nickel,929620,1,nickel,1312,8
spread,924662,1,spreads,1313,8
plunge,922053,1,plunged,1314,8
annoyed,919081,1,annoyed,1315,8
impend,918622,1,impending,1316,8
crept,917285,1,crept,1317,8
grind,914801,1,grinding,1318,8
proclamation,914548,1,proclamation,1319,8
marcel,913135,1,marcel,1320,8
bloom,904812,1,bloom,1321,8
pretend,896423,1,pretending,1322,8
shiver,896131,2,"shiver, shivered",1323,8
proponent,893203,1,proponents,1324,8
numerous,889828,1,numerous,1325,8
performer,887847,1,performer,1326,8
synonymous,872420,1,synonymous,1327,8
dubious,868864,1,dubious,1328,9
avail,858069,1,avail,1329,9
penny,857995,1,penny,1330,9
await,856594,1,awaited,1331,9
brightly,855309,1,brightly,1332,9
cheer,850151,2,"cheering, cheers",1333,9
leiden,841040,1,leiden,1334,9
darken,826953,1,darkened,1335,9
remind,819957,1,reminding,1336,9
angrily,807887,1,angrily,1337,9
applause,805276,1,applause,1338,9
exalt,788626,1,exalted,1339,9
sender,782406,1,sender,1340,9
cunning,777409,1,cunning,1341,9
extraordinarily,777329,1,extraordinarily,1342,9
obscure,772931,1,obscured,1343,9
microphone,771874,1,microphone,1344,9
despise,764300,1,despised,1345,9
crashed,751482,1,crashed,1346,9
stanton,747435,1,stanton,1347,9
bradford,737565,1,bradford,1348,9
bald,737288,1,bald,1349,9
merry,725960,1,merry,1350,9
slain,723487,1,slain,1351,9
pill,720689,1,pill,1352,9
fifty,716814,1,fifties,1353,9
beam,708584,1,beaming,1354,9
motionless,706216,1,motionless,1355,9
brighter,705224,1,brighter,1356,9
xray,704943,1,xray,1357,9
prefix,704422,1,prefix,1358,9
sparkle,702011,1,sparkling,1359,9
sinister,695295,1,sinister,1360,9
sings,691024,1,sings,1361,9
seventy,690564,1,seventies,1362,9
rosen,688459,1,rosen,1363,9
elvis,687551,2,"elvis, elviss",1364,9
recount,685976,1,recounted,1365,9
dread,674403,1,dreaded,1366,9
listen,670303,1,listening,1367,9
empty,667879,1,emptied,1368,9
pat,663234,1,patted,1369,9
disagreement,663187,1,disagreements,1370,9
shortcut,655198,1,shortcut,1371,9
bud,653126,1,buds,1372,9
commence,651211,1,commence,1373,9
slate,643177,1,slate,1374,9
ornament,636175,1,ornament,1375,9
intend,628029,1,intending,1376,9
petal,625141,1,petals,1377,9
roast,622675,1,roast,1378,9
creep,620140,1,creeping,1379,9
snack,604773,1,snack,1380,9
goose,594511,1,goose,1381,9
curl,592426,1,curls,1382,9
owl,591057,2,"owl, owls",1383,9
sprung,590246,1,sprung,1384,9
inflate,587352,1,inflated,1385,9
streak,586066,1,streak,1386,9
apron,585076,1,apron,1387,9
motion,584481,1,motioned,1388,9
erase,582347,1,erase,1389,9
peacefully,579294,1,peacefully,1390,9
pouch,579050,1,pouch,1391,9
smooth,578325,1,smoothed,1392,9
hillside,570964,1,hillside,1393,9
puzzle,570021,1,puzzling,1394,9
grower,568212,1,growers,1395,9
meadow,559055,1,meadows,1396,9
tricky,550618,1,tricky,1397,9
attempt,547677,1,attempts,1398,9
physicist,545764,1,physicist,1399,9
corps,543488,1,corpses,1400,9
publicize,537211,1,publicized,1401,9
selfconfidence,529891,1,selfconfidence,1402,9
rag,525215,1,rag,1403,9
fry,521851,1,fry,1404,9
joyous,518199,1,joyous,1405,9
clone,517684,1,clone,1406,9
anytime,511912,1,anytime,1407,9
stately,511561,1,stately,1408,9
propagate,508873,1,propagated,1409,9
province,508113,1,provinces,1410,9
enforceable,503690,1,enforceable,1411,9
carriage,477421,1,carriages,1412,9
clatter,472539,3,"clatter, clattered, clattering",1413,9
cnn,468768,1,cnn,1414,9
pip,464744,1,piping,1415,9
mania,458023,1,mania,1416,9
geese,456207,1,geese,1417,9
orphan,454850,1,orphans,1418,9
hawk,451703,1,hawk,1419,9
bade,451170,1,bade,1420,9
confession,450811,1,confessions,1421,9
rain,450302,1,raining,1422,9
oblivion,450174,1,oblivion,1423,9
strove,448359,1,strove,1424,9
manor,448032,1,manor,1425,9
hearsay,443958,1,hearsay,1426,9
maker,441171,1,maker,1427,9
brook,439768,1,brook,1428,9
buzz,435991,1,buzz,1429,9
envelop,431228,1,enveloped,1430,9
mockery,428089,1,mockery,1431,9
thumb,427623,1,thumbs,1432,9
flemish,424825,1,flemish,1433,9
squirrel,423302,1,squirrel,1434,9
dizzy,421097,1,dizzy,1435,9
yard,419358,1,yard,1436,9
perpetrate,419028,1,perpetrated,1437,9
shrill,416532,1,shrill,1438,9
deviate,415371,1,deviate,1439,9
thirtysix,408617,1,thirtysix,1440,9
glowed,407209,1,glowed,1441,9
saucer,400753,2,"saucer, saucers",1442,9
slipper,399363,1,slippers,1443,9
whirl,399162,1,whirled,1444,9
lain,396508,1,lain,1445,9
botanical,395559,1,botanical,1446,9
barber,394790,1,barber,1447,9
insider,379409,1,insiders,1448,9
ufo,376588,2,"ufo, ufos",1449,9
hop,375893,1,hopping,1450,9
frown,373996,1,frowning,1451,9
fool,371279,1,fooled,1452,9
ace,369113,1,ace,1453,9
hedge,364625,1,hedges,1454,9
ballistic,355028,1,ballistic,1455,9
covet,349403,1,coveted,1456,9
dash,349027,1,dashing,1457,9
rejoice,346775,1,rejoiced,1458,9
bakery,343420,1,bakery,1459,9
shave,338391,1,shaving,1460,9
carcass,335947,1,carcass,1461,9
snail,333225,1,snail,1462,9
smarter,333103,1,smarter,1463,9
boar,331150,2,"boar, boars",1464,9
metaphorically,323731,1,metaphorically,1465,9
panicked,321153,1,panicked,1466,9
leak,320615,1,leaked,1467,9
plausibility,319008,1,plausibility,1468,9
profusion,317960,1,profusion,1469,9
ninety,317770,1,nineties,1470,9
nameless,315375,1,nameless,1471,9
hateful,314340,1,hateful,1472,9
wavy,309794,1,wavy,1473,9
nighttime,309088,1,nighttime,1474,9
samaritan,305307,1,samaritan,1475,9
victor,303467,1,victor,1476,9
popularize,299230,1,popularized,1477,9
roam,298255,1,roamed,1478,9
flap,297204,1,flapping,1479,9
propagation,296329,1,propagation,1480,9
genial,292785,1,genial,1481,9
notoriety,288987,1,notoriety,1482,9
speculator,287862,1,speculators,1483,9
woe,282863,1,woes,1484,9
oversized,280472,1,oversized,1485,9
innocently,279778,1,innocently,1486,9
ferocity,278431,1,ferocity,1487,9
botanist,274558,2,"botanist, botanists",1488,9
craftsman,272784,1,craftsman,1489,9
afford,271571,1,affording,1490,9
mackay,267095,1,mackay,1491,9
tulip,264240,2,"tulip, tulips",1492,9
jacksonville,263906,1,jacksonville,1493,9
thirtyfour,261825,1,thirtyfour,1494,10
hiss,260820,1,hissing,1495,10
presley,256517,1,presley,1496,10
fan,256187,1,fanned,1497,10
sneak,255524,1,sneaking,1498,10
orphanage,253927,1,orphanage,1499,10
savior,252326,1,savior,1500,10
inadmissible,252193,1,inadmissible,1501,10
madness,251550,1,madness,1502,10
thirtyone,246868,1,thirtyone,1503,10
faraway,245945,1,faraway,1504,10
brunt,235149,1,brunt,1505,10
thirtyseven,233364,1,thirtyseven,1506,10
buster,233013,1,buster,1507,10
hurtful,232596,1,hurtful,1508,10
puddle,232136,1,puddle,1509,10
tricked,231363,1,tricked,1510,10
applaud,229603,1,applaud,1511,10
tough,227647,1,tough,1512,10
emperor,226486,1,emperors,1513,10
emanate,225749,1,emanate,1514,10
uprooted,222841,1,uprooted,1515,10
blatantly,218878,1,blatantly,1516,10
fearsome,218485,1,fearsome,1517,10
sparrow,218310,1,sparrow,1518,10
strangest,217542,1,strangest,1519,10
matron,214787,1,matron,1520,10
foam,212383,1,foaming,1521,10
harsher,211491,1,harsher,1522,10
haircut,210866,1,haircut,1523,10
command,207348,1,commanding,1524,10
tourette,203614,1,tourettes,1525,10
patchy,202526,1,patchy,1526,10
steadfastly,201439,1,steadfastly,1527,10
secondhand,201354,1,secondhand,1528,10
robin,200137,1,robin,1529,10
sputter,194678,1,sputtered,1530,10
acquiesce,193970,1,acquiesced,1531,10
tavern,186848,1,taverns,1532,10
lilac,185440,1,lilac,1533,10
hum,184482,1,hummed,1534,10
scurry,184341,1,scurried,1535,10
emaciate,183967,1,emaciated,1536,10
hesitantly,183850,1,hesitantly,1537,10
anthropomorphic,182601,1,anthropomorphic,1538,10
moody,178771,1,moody,1539,10
wildflower,178706,1,wildflowers,1540,10
plummet,177618,1,plummeted,1541,10
skeptic,177372,1,skeptics,1542,10
deflate,176769,1,deflated,1543,10
umbrella,176490,1,umbrellas,1544,10
overturn,170467,1,overturning,1545,10
demonstrably,169759,1,demonstrably,1546,10
beckoning,169582,1,beckoning,1547,10
lonesome,163844,1,lonesome,1548,10
properly,159761,1,properly,1549,10
dummy,156887,1,dummies,1550,10
conjecture,154349,1,conjectured,1551,10
crest,154346,1,crest,1552,10
superlative,153725,1,superlative,1553,10
fortyone,152603,1,fortyone,1554,10
fortyseven,152521,1,fortyseven,1555,10
lark,150710,1,lark,1556,10
mountainside,150221,1,mountainside,1557,10
unwillingly,146941,1,unwillingly,1558,10
teapot,143052,1,teapot,1559,10
tusk,141882,1,tusks,1560,10
prefixed,141564,1,prefixed,1561,10
unassuming,139149,1,unassuming,1562,10
ambush,138658,1,ambushed,1563,10
cuckoo,135934,1,cuckoo,1564,10
roswell,132501,1,roswell,1565,10
dank,131695,1,dank,1566,10
savory,129660,1,savory,1567,10
underbrush,129607,1,underbrush,1568,10
lanky,127017,1,lanky,1569,10
multicolored,126337,1,multicolored,1570,10
coverup,125636,1,coverup,1571,10
guile,119870,1,guile,1572,10
raindrop,119580,1,raindrops,1573,10
scratch,118245,1,scratch,1574,10
moor,116892,1,moors,1575,10
patter,116775,1,patter,1576,10
squeak,116770,1,squeaked,1577,10
outwit,116187,2,"outwit, outwitted",1578,10
peeped,115964,1,peeped,1579,10
giraffe,115040,1,giraffe,1580,10
latch,113327,1,latched,1581,10
shin,111445,1,shined,1582,10
spark,109172,1,sparking,1583,10
snowflake,107810,1,snowflakes,1584,10
stubby,107470,1,stubby,1585,10
chirp,104585,1,chirping,1586,10
beaver,102268,1,beavers,1587,10
fume,101601,1,fuming,1588,10
sullenly,99652,1,sullenly,1589,10
huntsman,97865,3,"huntsman, huntsmans, huntsmen",1590,10
soughtafter,96266,1,soughtafter,1591,10
agustin,95773,1,agustin,1592,10
aqua,93816,2,"aqua, aquas",1593,10
mogul,92922,1,mogul,1594,10
wearisome,92378,1,wearisome,1595,10
ninetyfive,90506,1,ninetyfive,1596,10
reprint,86198,1,reprinting,1597,10
exhaust,84246,1,exhausted,1598,10
bide,79091,1,bide,1599,10
bugging,78853,1,bugging,1600,10
highaltitude,78769,1,highaltitude,1601,10
barbershop,76561,1,barbershop,1602,10
irrationally,75659,1,irrationally,1603,10
hovel,73520,1,hovel,1604,10
ruffle,73134,1,ruffles,1605,10
seventyeight,71929,1,seventyeight,1606,10
