item,zone,mean_RT,word,n_subjects,story_id,word_id,freq_token,word_freq,word_length,log_freq,gpt3_logprob,gpt3_surprisal,word_lower,is_function,word_type
3,411,321.8876404494382,was,89,3,411,was,1140172617,3,9.056970606543045,-0.3215194,0.463854443929595,was,True,Function
3,412,300.0989010989011,almost,91,3,412,almost,40784201,6,7.610491958498274,-3.2953486,4.754183083220388,almost,False,Content
3,413,295.956043956044,as,91,3,413,as,1139819594,2,9.056836118415085,-4.170248,6.016396108877118,as,True,Function
3,414,297.54945054945057,cold,91,3,414,cold,14949741,4,7.174633668697561,-0.10305672,0.14867941887428246,cold,False,Content
3,415,321.6373626373626,at,91,3,415,at,654432238,2,8.815864684979672,-0.8648769,1.24775361460942,at,True,Function
3,416,331.967032967033,home,91,3,416,home,58425147,4,7.766599813767876,-0.05561934,0.08024174599551717,home,False,Content
3,417,319.8,as,90,3,417,as,1139819594,2,9.056836118415085,-0.085924275,0.12396252543447953,as,True,Function
3,418,322.032967032967,"outside,",91,3,418,outside,28641062,8,7.456989117413357,-3.2851265,4.739435710242917,"outside,",False,Content
3,419,350.93333333333334,for,90,3,419,for,1388290219,3,9.14248026391068,-0.8428615,1.215992106206233,for,True,Function
3,420,316.7582417582417,they,91,3,420,they,418953705,4,8.622166035439204,-2.0342524,2.934805849396472,they,True,Function
3,421,317.42857142857144,had,91,3,421,had,537932901,3,8.730728107371226,-0.31872305,0.4598201636520052,had,True,Function
3,422,297.1098901098901,only,91,3,422,only,224965302,4,8.352115538946988,-2.556518,3.6882758405433713,only,True,Function
3,423,305.5824175824176,a,91,3,423,a,3213754375,1,9.507012680872096,-0.8115495,1.170818439085918,a,True,Function
3,424,311.5164835164835,patchy,91,3,424,patchy,202526,6,5.306480785238071,-13.689444599999998,19.749693836944196,patchy,False,Content
3,425,333.3076923076923,roof,91,3,425,roof,4736012,4,6.675412794121785,-0.9846157,1.4205001875714154,roof,False,Content
3,426,326.8901098901099,to,91,3,426,to,4223327232,2,9.62565473275005,-2.5387628,3.6626605015533795,to,True,Function
3,427,334.1555555555556,cover,90,3,427,cover,13765275,5,7.138784892067128,-1.4790275,2.1337856395884014,cover,False,Content
3,428,311.68888888888887,them.,90,3,428,them,240201864,5,8.380576373265777,-0.96996902,1.3993694949699278,them.,False,Content
3,429,342.5054945054945,The,91,3,429,The,1217211729,3,9.085366128549287,-1.4917102,2.152082907983484,the,True,Function
3,430,332.6777777777778,girl's,90,3,430,girl 's,1038873,6,6.0165624592315,-4.4123233,6.365636943708826,girl's,False,Content
3,431,335.0,little,91,3,431,little,78869880,6,7.89691118005035,-3.4369497,4.95847028797481,little,False,Content
3,432,342.2857142857143,hands,91,3,432,hands,29361361,5,7.467776182752565,-1.8548219,2.6759423568622447,hands,False,Content
3,433,322.9325842696629,were,89,3,433,were,457504590,4,8.660395455564592,-0.7603207,1.0969109033752253,were,True,Function
3,434,318.4175824175824,almost,91,3,434,almost,40784201,6,7.610491958498274,-2.9741464,4.290786262157764,almost,False,Content
3,435,352.1123595505618,frozen,89,3,435,frozen,2924343,6,6.466028310238942,-0.45270097,0.6531094444246234,frozen,False,Content
3,436,327.34831460674155,solid,89,3,436,solid,9023598,5,6.955379739313185,-5.565083,8.028717646235474,solid,False,Content
3,437,318.2584269662921,so,89,3,437,so,252284174,2,8.401890007711213,-7.9181128,11.423422069759425,so,True,Function
3,438,327.3956043956044,she,91,3,438,she,278699382,3,8.445136005691102,-0.5123583,0.7391767785682999,she,True,Function
3,439,329.03333333333336,decided,90,3,439,decided,17207383,7,7.235714825290881,-3.8551717,5.561837093365475,decided,False,Content
3,440,334.46153846153845,that,91,3,440,that,1746480437,4,9.24216372530116,-3.3605468,4.848244203035275,that,True,Function
3,441,308.2197802197802,a,91,3,441,a,3213754375,1,9.507012680872096,-5.0376163,7.267744053911408,a,True,Function
3,442,327.94444444444446,burning,90,3,442,burning,4921928,7,6.692135256373812,-6.172032,8.90435995860799,burning,False,Content
3,443,354.05494505494505,match,91,3,443,match,6404010,5,6.80645200140801,-1.1102283,1.6017208626645842,match,False,Content
3,444,385.989010989011,might,91,3,444,might,86236716,5,7.935692209690595,-1.0248059,1.4784823898037511,might,True,Function
3,445,326.5777777777778,be,90,3,445,be,964072174,2,8.984109548007202,-2.9125328,4.201896626986447,be,True,Function
3,446,317.956043956044,of,91,3,446,of,6162371881,2,9.789747903165104,-1.6101081,2.322894971165151,of,True,Function
3,447,345.44444444444446,some,90,3,447,some,212953941,4,8.328285681689485,-0.4147513,0.5983596437122507,some,True,Function
3,448,357.61538461538464,good.,91,3,448,good,99518711,5,7.997904742254174,-4.294437,6.195562963310078,good.,False,Content
3,449,421.31111111111113,'Scratch!',90,3,449,Scratch,118245,10,5.072782785618565,-20.709196849999998,29.87705559628834,'scratch!',False,Content
3,450,480.0111111111111,sounded,90,3,450,sounded,3237154,7,6.510163360434184,-8.024429,11.576803924265583,sounded,False,Content
3,451,411.9550561797753,the,89,3,451,the,9819942513,3,9.992108945387768,-1.3368236,1.9286287782633313,the,True,Function
3,452,369.0777777777778,match,90,3,452,match,6404010,5,6.80645200140801,-0.5023375,0.7247198201025596,match,False,Content
3,453,336.6741573033708,as,89,3,453,as,1139819594,2,9.056836118415085,-2.982664,4.30307456143804,as,True,Function
3,454,345.032967032967,she,91,3,454,she,278699382,3,8.445136005691102,-0.6083377,0.877645782975798,she,True,Function
3,455,329.8,drew,90,3,455,drew,6347750,4,6.802619814151103,-2.8319247,4.0856037208609655,drew,False,Content
3,456,327.3736263736264,it,91,3,456,it,908536386,2,8.958342325064617,-0.17590295,0.2537743136427393,it,True,Function
3,457,313.8222222222222,out.,90,3,457,out,242417228,4,8.384563480838569,-4.109212899999999,5.928341072786955,out.,False,Content
3,458,367.1111111111111,How,90,3,458,How,42231777,3,7.625639355757318,-5.251885,7.576868444819134,how,True,Function
3,459,346.2197802197802,it,91,3,459,it,908536386,2,8.958342325064617,-2.588068,3.7337928690834175,it,True,Function
3,460,371.2967032967033,sputtered,91,3,460,sputtered,194678,9,5.289316875924533,-2.54336174,3.669295369484725,sputtered,False,Content
3,461,345.2087912087912,as,91,3,461,as,1139819594,2,9.056836118415085,-2.5362546,3.6590419338518214,as,True,Function
3,462,326.8791208791209,it,91,3,462,it,908536386,2,8.958342325064617,-0.7335496,1.0582883701660828,it,True,Function
3,463,340.4175824175824,burnt!,91,3,463,burnt,1370914,6,6.137010211538662,-4.6357525,6.687977142538614,burnt!,False,Content
3,464,348.1666666666667,It,90,3,464,It,278516683,2,8.444851214295534,-2.0606568,2.9728993463341205,it,True,Function
3,465,369.75824175824175,gave,91,3,465,gave,30520506,4,7.484591729518301,-2.0152109,2.907334771775385,gave,False,Content
3,466,323.7142857142857,a,91,3,466,a,3213754375,1,9.507012680872096,-2.438428,3.5179079831647933,a,True,Function
3,467,327.5274725274725,"warm,",91,3,467,warm,8890485,5,6.948925453554952,-3.0075717,4.339008776707989,"warm,",False,Content
3,468,381.3076923076923,candle-like,91,3,468,candle - like,776,11,2.8898617212581885,-9.514321615999998,13.726264612825867,candle-like,False,Content
3,469,389.03333333333336,bright,90,3,469,bright,6970967,6,6.8432930268260455,-8.248175,11.899601168884326,bright,False,Content
3,470,344.4065934065934,light,91,3,470,light,42409052,5,7.627458564471724,-0.51879513,0.7484631612883451,light,False,Content
3,471,344.8111111111112,that,90,3,471,that,1746480437,4,9.24216372530116,-2.5713074,3.709612434581094,that,True,Function
3,472,317.989010989011,the,91,3,472,the,9819942513,3,9.992108945387768,-3.4898736,5.034823336049314,the,True,Function
3,473,328.5056179775281,girl,89,3,473,girl,16352263,4,7.213577863443013,-1.1712607,1.6897720034781358,girl,False,Content
3,474,292.4888888888889,hid,90,3,474,hid,1302076,3,6.114636334015078,-8.896223,12.834536804742338,hid,False,Content
3,475,340.2111111111111,from,90,3,475,from,708532803,4,8.850359961615387,-2.346798,3.385713836568138,from,True,Function
3,476,309.03333333333336,the,90,3,476,the,9819942513,3,9.992108945387768,-1.1199281,1.6157147160221992,the,True,Function
3,477,309.23595505617976,world,89,3,477,world,90456522,5,7.956439885363845,-2.6309595,3.795672223429707,world,False,Content
3,478,327.22222222222223,as,90,3,478,as,1139819594,2,9.056836118415085,-3.302184,4.764044480902881,as,True,Function
3,479,344.0777777777778,she,90,3,479,she,278699382,3,8.445136005691102,-0.74556583,1.075624125597264,she,True,Function
3,480,330.53932584269666,held,89,3,480,held,35236312,4,7.5469904467926225,-2.254782,3.252962809685699,held,False,Content
3,481,305.1222222222222,her,90,3,481,her,415597541,3,8.61867296926702,-2.0144472,2.9062329855726583,her,True,Function
3,482,331.74444444444447,hand,90,3,482,hand,63081980,4,7.799905316387664,-1.2366734,1.7841425813792933,hand,False,Content
3,483,299.53333333333336,over,90,3,483,over,162192656,4,8.210031185689672,-0.9250993,1.3346361724398514,over,True,Function
3,484,321.5934065934066,it.,91,3,484,it,908536386,3,8.958342325064617,-0.62867701,0.9069892046479012,it.,False,Content
3,485,317.1555555555556,Why,90,3,485,Why,23831262,3,7.377147041302559,-6.042492,8.717473243011234,why,False,Content
3,486,327.2967032967033,had,91,3,486,had,537932901,3,8.730728107371226,-3.351047,4.834538888685838,had,True,Function
3,487,313.6,no,90,3,487,no,236436100,2,8.373713787073193,-2.4749088,3.5705386524124556,no,True,Function
3,488,314.35164835164835,one,91,3,488,one,398913374,3,8.600878596743621,-0.041882567,0.060423771710599754,one,True,Function
3,489,340.24175824175825,wanted,91,3,489,wanted,31176058,6,7.493821200747699,-6.8031435,9.814861389905985,wanted,False,Content
3,490,339.15384615384613,to,91,3,490,to,4223327232,2,9.62565473275005,-0.3943328,0.5689019750198594,to,True,Function
3,491,299.3956043956044,buy,91,3,491,buy,10703771,3,7.029536809084042,-0.14265066,0.20580139976153763,buy,False,Content
3,492,300.04395604395603,even,91,3,492,even,130943090,4,8.117082585204544,-3.7496293,5.409571596281956,even,True,Function
3,493,309.5274725274725,one,91,3,493,one,398913374,3,8.600878596743621,-0.54712963,0.7893412039244135,one,True,Function
3,494,317.25274725274727,match?,91,3,494,match,6404010,6,6.80645200140801,-2.17472426,3.137463905202921,match?,False,Content
3,495,330.75280898876406,A,89,3,495,A,276130546,1,8.441114451642763,-4.4020658,6.350838499326907,a,True,Function
3,496,325.8241758241758,wonderful,91,3,496,wonderful,6181671,9,6.791105887384238,-6.5253897,9.414147360057921,wonderful,False,Content
3,497,337.9,"light,",90,3,497,light,42409052,6,7.627458564471724,-6.0895013,8.785293326996896,"light,",False,Content
3,498,352.9450549450549,it,91,3,498,it,908536386,2,8.958342325064617,-3.7128298,5.356481140124762,it,True,Function
3,499,343.34444444444443,was,90,3,499,was,1140172617,3,9.056970606543045,-1.1971989,1.7271929159877222,was,True,Function
3,500,365.4565217391304,really.,92,3,500,really,36961130,7,7.56774524028786,-7.8055653,11.261050349644973,really.,False,Content
3,501,346.6263736263736,It,91,3,501,It,278516683,2,8.444851214295534,-1.9711937,2.843831375621567,it,True,Function
3,502,362.38461538461536,seemed,91,3,502,seemed,29429319,6,7.4687802125595475,-2.9374337,4.237821031930119,seemed,False,Content
3,503,334.8777777777778,to,90,3,503,to,4223327232,2,9.62565473275005,-0.39448237,0.5691177589171252,to,True,Function
3,504,334.6666666666667,the,90,3,504,the,9819942513,3,9.992108945387768,-2.0781734,2.998170458287356,the,True,Function
3,505,348.2857142857143,girl,91,3,505,girl,16352263,4,7.213577863443013,-1.0279757,1.483055444544361,girl,False,Content
3,506,340.8131868131868,that,91,3,506,that,1746480437,4,9.24216372530116,-0.8261135,1.1918298496614246,that,True,Function
3,507,288.6847826086956,she,92,3,507,she,278699382,3,8.445136005691102,-1.5958394,2.302309588435219,she,True,Function
3,508,319.4130434782609,was,92,3,508,was,1140172617,3,9.056970606543045,-1.5291812,2.2061421338606344,was,True,Function
3,509,300.0326086956522,sitting,92,3,509,sitting,10039381,7,7.001706936258032,-1.6385872,2.363981627504132,sitting,False,Content
3,510,306.8260869565217,by,92,3,510,by,877228367,2,8.94311266704604,-2.0410726,2.9446453181143433,by,True,Function
3,511,309.1847826086956,a,92,3,511,a,3213754375,1,9.507012680872096,-0.2821562,0.40706535049607456,a,True,Function
3,512,317.2934782608696,large,92,3,512,large,65165705,5,7.814019098066826,-1.9247735,2.776861183284493,large,False,Content
3,513,311.64130434782606,iron,92,3,513,iron,9018328,4,6.955126026712355,-3.1741774,4.579369993881824,iron,False,Content
3,514,319.25,"stove,",92,3,514,stove,1321112,6,6.120939637387498,-1.1828715300000001,1.706522890339741,"stove,",False,Content
3,515,368.7608695652174,with,92,3,515,with,1110064802,4,9.0453483322367,-2.1287386,3.071120621568915,with,True,Function
3,516,371.6593406593407,polished,91,3,516,polished,1396810,8,6.145137335560573,-6.008084,8.667832992044328,polished,False,Content
3,517,350.85714285714283,brass,91,3,517,brass,1608799,5,6.206501787639271,-0.3189096,0.460089298411883,brass,False,Content
3,518,335.8369565217391,feet,92,3,518,feet,23073556,4,7.363114531329375,-3.0206995,4.357948188665771,feet,False,Content
3,519,363.85869565217394,and,92,3,519,and,4873010095,3,9.687797311073115,-1.0369596,1.4960164725222034,and,True,Function
3,520,333.4347826086956,a,92,3,520,a,3213754375,1,9.507012680872096,-0.75755423,1.0929197308254572,a,True,Function
3,521,318.60869565217394,brass,92,3,521,brass,1608799,5,6.206501787639271,-1.755342,2.532423198464115,brass,False,Content
3,522,390.39130434782606,ornament.,92,3,522,ornament,636175,9,5.803576598478704,-4.8471413,6.992946715998083,ornament.,False,Content
3,523,378.3033707865168,How,89,3,523,How,42231777,3,7.625639355757318,-3.299853,4.760681558762569,how,True,Function
3,524,340.8333333333333,the,90,3,524,the,9819942513,3,9.992108945387768,-2.740985,3.954405466651035,the,True,Function
3,525,329.8241758241758,fire,91,3,525,fire,20358097,4,7.308737179311814,-1.0294529,1.4851865936587618,fire,False,Content
3,526,356.9340659340659,burned!,91,3,526,burned,3595097,7,6.555710612659493,-3.0425275999999997,4.389439480287799,burned!,False,Content
3,527,370.2111111111111,The,90,3,527,The,1217211729,3,9.085366128549287,-2.091199,3.0169624268119595,the,True,Function
3,528,367.1978021978022,girl,91,3,528,girl,16352263,4,7.213577863443013,-1.243214,1.793578672563732,girl,False,Content
3,529,317.2183908045977,was,87,3,529,was,1140172617,3,9.056970606543045,-2.1848373,3.1520539378592325,was,True,Function
3,530,344.1685393258427,pleased,89,3,530,pleased,4509512,7,6.654129546939127,-6.349055,9.159750162831278,pleased,False,Content
3,531,327.3820224719101,and,89,3,531,and,4873010095,3,9.687797311073115,-2.013097,2.90428505872845,and,True,Function
3,532,323.4888888888889,the,90,3,532,the,9819942513,3,9.992108945387768,-5.486409,7.915215056588577,the,True,Function
3,533,341.2134831460674,fire,89,3,533,fire,20358097,4,7.308737179311814,-2.7678702,3.9931926113643432,fire,False,Content
3,534,307.0888888888889,actually,90,3,534,actually,22550287,8,7.353152073563121,-6.9429135,10.016506875771038,actually,False,Content
3,535,356.08988764044943,seemed,89,3,535,seemed,29429319,6,7.4687802125595475,-1.8242649,2.6318579244978006,seemed,False,Content
3,536,333.85555555555555,so,90,3,536,so,252284174,2,8.401890007711213,-5.2157845,7.524786432495522,so,True,Function
3,537,318.4269662921348,warm,89,3,537,warm,8890485,4,6.948925453554952,-1.5366623,2.2169350797310283,warm,False,Content
3,538,308.83516483516485,that,91,3,538,that,1746480437,4,9.24216372530116,-0.6501651,0.9379899655290771,that,True,Function
3,539,323.4111111111111,the,90,3,539,the,9819942513,3,9.992108945387768,-2.9715197,4.286996735093861,the,True,Function
3,540,316.5164835164835,child,91,3,540,child,46276643,5,7.665361846834273,-2.3938358,3.453575037362465,child,False,Content
3,541,339.7111111111111,stretched,90,3,541,stretched,2870453,9,6.457950440244656,-2.64389,3.8143269916559213,stretched,False,Content
3,542,349.3111111111112,out,90,3,542,out,242417228,3,8.384563480838569,-0.28789383,0.4153430008435303,out,True,Function
3,543,357.5,her,90,3,543,her,415597541,3,8.61867296926702,-0.09512831,0.13724114108514798,her,True,Function
3,544,327.7,feet,90,3,544,feet,23073556,4,7.363114531329375,-1.2079483,1.742701022060254,feet,False,Content
3,545,344.9120879120879,as,91,3,545,as,1139819594,2,9.056836118415085,-3.5679705,5.147493346388115,as,True,Function
3,546,318.6263736263736,if,91,3,546,if,232130093,2,8.365731445396332,-1.3665874,1.9715688649213423,if,True,Function
3,547,342.85714285714283,to,91,3,547,to,4223327232,2,9.62565473275005,-0.8243876,1.1893399022903544,to,True,Function
3,548,309.13186813186815,warm,91,3,548,warm,8890485,4,6.948925453554952,-0.31836808,0.4593080501933408,warm,False,Content
3,549,304.2967032967033,"them,",91,3,549,them,240201864,5,8.380576373265777,-2.42828912,3.5032806712686253,"them,",False,Content
3,550,342.65934065934067,when,91,3,550,when,249000060,4,8.396199451744996,-2.1463776,3.096568319395155,when,True,Function
3,551,343.27472527472526,suddenly,91,3,551,suddenly,10432550,8,7.018390474828468,-1.7028142,2.4566416018953077,suddenly,False,Content
3,552,330.8901098901099,the,91,3,552,the,9819942513,3,9.992108945387768,-1.4612008,2.1080671479029864,the,True,Function
3,553,320.54945054945057,flame,91,3,553,flame,2296775,5,6.361118452293597,-2.2676804,3.271571267401101,flame,False,Content
3,554,314.53846153846155,of,91,3,554,of,6162371881,2,9.789747903165104,-3.2444146,4.68070085400775,of,True,Function
3,555,310.25274725274727,the,91,3,555,the,9819942513,3,9.992108945387768,-0.08296932,0.1196994265099295,the,True,Function
3,556,319.7912087912088,match,91,3,556,match,6404010,5,6.80645200140801,-0.099766836,0.1439331195423825,match,False,Content
3,557,309.5444444444444,went,90,3,557,went,48598135,4,7.686619603115173,-0.5207243,0.7512463652803769,went,False,Content
3,558,314.978021978022,out.,91,3,558,out,242417228,4,8.384563480838569,-0.528721653,0.7627841067937153,out.,False,Content
3,559,334.3296703296703,It,91,3,559,It,278516683,2,8.444851214295534,-3.2083905,4.628729063585262,it,True,Function
3,560,317.7912087912088,was,91,3,560,was,1140172617,3,9.056970606543045,-0.42736125,0.6165519560431085,was,True,Function
3,561,294.13186813186815,a,91,3,561,a,3213754375,1,9.507012680872096,-2.7101018,3.9098504271642534,a,True,Function
3,562,316.7032967032967,"short,",91,3,562,short,35215395,6,7.546732564100159,-7.2957446,10.525534554012435,"short,",False,Content
3,563,354.8131868131868,stubby,91,3,563,stubby,107470,6,5.031287248876998,-5.5773218899999994,8.04637463214446,stubby,False,Content
3,564,341.25274725274727,match,91,3,564,match,6404010,5,6.80645200140801,-1.0369298,1.4959734802099847,match,False,Content
3,565,330.84615384615387,that,91,3,565,that,1746480437,4,9.24216372530116,-1.7640823,2.545032785929997,that,True,Function
3,566,321.8888888888889,the,90,3,566,the,9819942513,3,9.992108945387768,-2.7037559,3.900695228704276,the,True,Function
3,567,320.967032967033,little,91,3,567,little,78869880,6,7.89691118005035,-2.310268,3.333012186724464,little,False,Content
3,568,304.3666666666667,girl,90,3,568,girl,16352263,4,7.213577863443013,-0.30751035,0.44364365696702945,girl,False,Content
3,569,301.989010989011,next,91,3,569,next,47961300,4,7.680890946219447,-9.104069,13.134395198210946,next,False,Content
3,570,338.4945054945055,rubbed,91,3,570,rubbed,1368620,6,6.136282882164876,-6.4413886,9.292959389658703,rubbed,False,Content
3,571,332.86813186813185,on,91,3,571,on,993594775,2,8.99720929902148,-1.0532027,1.5194503123408667,on,True,Function
3,572,340.5274725274725,the,91,3,572,the,9819942513,3,9.992108945387768,-0.40104112,0.5785800350165556,the,True,Function
3,573,336.31868131868134,wall.,91,3,573,wall,16611174,5,7.220400327436585,-1.95116405,2.8149346988958257,wall.,False,Content
3,574,379.23333333333335,It,90,3,574,It,278516683,2,8.444851214295534,-2.014591,2.9064404451195376,it,True,Function
3,575,350.6703296703297,burst,91,3,575,burst,3346798,5,6.524629500785402,-4.2113047,6.075628406362385,burst,False,Content
3,576,329.8021978021978,into,91,3,576,into,254637739,4,8.40592276940739,-0.18975657,0.27376086251509946,into,True,Function
3,577,339.45054945054943,a,91,3,577,a,3213754375,1,9.507012680872096,-0.65869355,0.9502939180505464,a,True,Function
3,578,333.06666666666666,"flame,",90,3,578,flame,2296775,6,6.361118452293597,-3.147075,4.540269495805635,"flame,",False,Content
3,579,350.4835164835165,and,91,3,579,and,4873010095,3,9.687797311073115,-1.0866243,1.5676674889194413,and,True,Function
3,580,321.7142857142857,lo,91,3,580,lo,1835109,2,6.263661865150849,-4.9076223,7.080202354766088,lo,False,Content
3,581,367.02222222222224,and,90,3,581,and,4873010095,3,9.687797311073115,-0.9326128,1.3454758616295708,and,True,Function
3,582,327.1868131868132,"behold,",91,3,582,behold,955504,7,5.98023250946983,-0.8536508918,1.231557908250301,"behold,",False,Content
3,583,308.6373626373626,the,91,3,583,the,9819942513,3,9.992108945387768,-1.2913692,1.863051940796748,the,True,Function
3,584,306.77777777777777,girl,90,3,584,girl,16352263,4,7.213577863443013,-1.6332139,2.3562295942409235,girl,False,Content
3,585,306.45054945054943,was,91,3,585,was,1140172617,3,9.056970606543045,-1.4623803,2.109768806703715,was,True,Function
3,586,327.9230769230769,transported,91,3,586,transported,1632242,11,6.212784548702833,-6.1197886,8.828988664508811,transported,False,Content
3,587,347.6923076923077,from,91,3,587,from,708532803,4,8.850359961615387,-3.341776,4.821163662961757,from,True,Function
3,588,322.72527472527474,her,91,3,588,her,415597541,3,8.61867296926702,-1.4115093,2.036377467278652,her,True,Function
3,589,325.57142857142856,dank,91,3,589,dank,131695,4,5.119569286627459,-7.311452300000001,10.548195974906207,dank,False,Content
3,590,371.4725274725275,city,91,3,590,city,32761553,4,7.515364480492056,-9.470799,13.663474750556153,city,False,Content
3,591,346.6923076923077,to,91,3,591,to,4223327232,2,9.62565473275005,-2.1757298,3.1389145927743365,to,True,Function
3,592,306.7111111111111,a,90,3,592,a,3213754375,1,9.507012680872096,-0.39535752,0.5703803334821592,a,True,Function
3,593,318.05494505494505,"beautiful,",91,3,593,beautiful,12851183,10,7.108943107957128,-4.4599943,6.434411659003044,"beautiful,",False,Content
3,594,308.956043956044,sunny,91,3,594,sunny,990671,5,5.995929450037757,-2.6847086,3.873215783451952,sunny,False,Content
3,595,352.1978021978022,forest.,91,3,595,forest,9078094,7,6.957994675374217,-4.50116384,6.4938067501967245,forest.,False,Content
3,596,354.22222222222223,She,90,3,596,She,118491481,3,8.07368712766523,-1.668409,2.407005390474515,she,True,Function
3,597,349.4835164835165,heard,91,3,597,heard,26357604,5,7.4209059288023616,-3.8603883,5.569363056315776,heard,False,Content
3,598,330.68131868131866,the,91,3,598,the,9819942513,3,9.992108945387768,-0.54210496,0.7820921374333099,the,True,Function
3,599,320.0989010989011,birds,91,3,599,birds,6361699,5,6.803573116872643,-1.4521435,2.0950002261091427,birds,False,Content
3,600,328.6263736263736,chirping,91,3,600,chirping,104585,8,5.019469400741885,-2.300774595,3.3193160984098133,chirping,False,Content
3,601,303.5054945054945,and,91,3,601,and,4873010095,3,9.687797311073115,-1.0531057,1.5193103709219005,and,True,Function
3,602,322.47777777777776,she,90,3,602,she,278699382,3,8.445136005691102,-4.0295196,5.81336794408488,she,True,Function
3,603,294.47777777777776,was,90,3,603,was,1140172617,3,9.056970606543045,-3.524975,5.085463951757574,was,True,Function
3,604,285.65934065934067,surrounded,91,3,604,surrounded,4468786,10,6.650189557783113,-2.0936813,3.0205436287119585,surrounded,False,Content
3,605,304.7142857142857,by,91,3,605,by,877228367,2,8.94311266704604,-0.03667354,0.05290873428984303,by,True,Function
3,606,331.0,wildflowers,90,3,606,wildflowers,178706,11,5.25213913405655,-5.077095063,7.32469986951194,wildflowers,False,Content
3,607,335.8666666666667,and,90,3,607,and,4873010095,3,9.687797311073115,-1.9043858,2.7474479495993616,and,True,Function
3,608,313.7362637362637,birches,91,3,608,birches,59919,7,4.777564556725691,-7.917473373299999,11.422499572030322,birches,False,Content
3,609,335.4945054945055,as,91,3,609,as,1139819594,2,9.056836118415085,-4.7657065,6.8754611338822995,as,True,Function
3,610,320.1460674157304,white,89,3,610,white,37948322,5,7.579192577010096,-2.1440723,3.093242474517394,white,False,Content
3,611,331.5274725274725,as,91,3,611,as,1139819594,2,9.056836118415085,-0.06816905,0.09834715037711178,as,True,Function
3,612,344.0659340659341,snow.,91,3,612,snow,5572025,5,6.746013056304993,-0.49370090999999994,0.7122598545393684,snow.,False,Content
3,613,334.04395604395603,A,91,3,613,A,276130546,1,8.441114451642763,-2.653332,3.827948918231995,a,True,Function
3,614,318.94444444444446,little,90,3,614,little,78869880,6,7.89691118005035,-2.3836193,3.438835743477222,little,False,Content
3,615,290.06666666666666,squirrel,90,3,615,squirrel,423302,8,5.626650320415688,-3.7627208,5.4284586384097535,squirrel,False,Content
3,616,328.31868131868134,hid,91,3,616,hid,1302076,3,6.114636334015078,-7.0303674,10.142676183607437,hid,False,Content
3,617,304.9111111111111,some,90,3,617,some,212953941,4,8.328285681689485,-6.5837793,9.49838574641741,some,True,Function
3,618,327.1555555555556,food,90,3,618,food,29768787,4,7.473761138646078,-6.145792,8.866503640735065,food,False,Content
3,619,336.0674157303371,in,89,3,619,in,3271087682,2,9.514692185610274,-0.5774787,0.8331256567090055,in,True,Function
3,620,304.24175824175825,the,91,3,620,the,9819942513,3,9.992108945387768,-1.7207254,2.482482001311678,the,True,Function
3,621,323.5274725274725,ground,91,3,621,ground,25370252,6,7.4043247810438,-3.087891,4.454885032505662,ground,False,Content
3,622,312.2637362637363,and,91,3,622,and,4873010095,3,9.687797311073115,-1.2236924,1.7654149570535138,and,True,Function
3,623,335.5274725274725,scurried,91,3,623,scurried,184341,8,5.265621939090219,-4.588605290399999,6.619958097056942,scurried,False,Content
3,624,313.9450549450549,off,91,3,624,off,72362056,3,7.85951089783357,-1.6365749,2.3610784922733514,off,True,Function
3,625,307.010989010989,into,91,3,625,into,254637739,4,8.40592276940739,-3.1267402,4.5109325806881655,into,True,Function
3,626,294.9010989010989,the,91,3,626,the,9819942513,3,9.992108945387768,-0.46370506,0.6689849904971192,the,True,Function
3,627,317.7362637362637,underbrush.,91,3,627,underbrush,129607,11,5.11262845816479,-4.39586339,6.3418903131783475,underbrush.,False,Content
3,628,350.4555555555556,The,90,3,628,The,1217211729,3,9.085366128549287,-1.1058928,1.5954660583148101,the,True,Function
3,629,325.0769230769231,girl,91,3,629,girl,16352263,4,7.213577863443013,-0.6031926,0.8702229727209201,girl,False,Content
3,630,320.57142857142856,was,91,3,630,was,1140172617,3,9.056970606543045,-1.6501173,2.3806160455950858,was,True,Function
3,631,324.8888888888889,"curious,",90,3,631,curious,3670543,8,6.564730316148469,-7.3786213,10.645100358107676,"curious,",False,Content
3,632,316.05555555555554,so,90,3,632,so,252284174,2,8.401890007711213,-1.4592286,2.105221864743345,so,True,Function
3,633,319.83516483516485,she,91,3,633,she,278699382,3,8.445136005691102,-0.047893986,0.06909641609060545,she,True,Function
3,634,316.956043956044,dug,91,3,634,dug,1560602,3,6.19329215915289,-2.5479038,3.675848176922145,dug,False,Content
3,635,305.6043956043956,some,91,3,635,some,212953941,4,8.328285681689485,-6.010124,8.670776089927742,some,True,Function
3,636,321.9230769230769,squirrel,91,3,636,squirrel,423302,8,5.626650320415688,-8.74864,12.62161954252282,squirrel,False,Content
3,637,335.7362637362637,food,91,3,637,food,29768787,4,7.473761138646078,-0.51726335,0.7462532698786122,food,False,Content
3,638,310.7362637362637,up,91,3,638,up,232348461,2,8.366139800200205,-3.2363746,4.669101585879003,up,True,Function
3,639,289.02197802197804,to,91,3,639,to,4223327232,2,9.62565473275005,-3.5526164,5.125342062460802,to,True,Function
3,640,306.45054945054943,see,91,3,640,see,158936043,3,8.201222396269541,-0.66828644,0.9641335328813398,see,False,Content
